Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.,Source.Niche,Source.Type,Source.Details,Collection.Year,Collection.Month,Collection.Day,Collection.Time,Continent,Country,Region,District,City,Post.Code,Latitude,Longitude,Lab.Contact,Species,Serological.Group,Serotype,EcoR.Cluster,Path.Nonpath,Simple.Patho,Comment,Simple.Disease,Disease,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Barcode,Differences,ST,ST.Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_BA9745AA,Escherichia coliVM/16/08,ERR264245;ILLUMINA;Paired;236;ERX238763;NEW,Companion Animal,Canine,Dog,2009,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,THE SANGER CENTER,Escherichia coli,,,,,,,,,PRJEB1252,ERP002086,SAMEA1877515,ERS193895,8/27/2015,4/29/2013,ESC_BA9745AA,NA,131,ST131 Cplx,B2,NA,53,40,47,13,36,28,29
ESC_BA9750AA,Escherichia coliVM/10/74,ERR264240;ILLUMINA;Paired;236;ERX238758;NEW,Companion Animal,Canine,Dog,2008,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,THE SANGER CENTER,Escherichia coli,,,,,,,,,PRJEB1252,ERP002086,SAMEA1877512,ERS193890,8/27/2015,4/29/2013,ESC_BA9750AA,NA,131,ST131 Cplx,B2,NA,53,40,47,13,36,28,29
ESC_CA0802AA,KTE171,"SRR639983;ILLUMINA;Paired;159;SRX154785;NEW,SRR642272;ILLUMINA;Paired;484;SRX172384;NEW,SRR640031;ILLUMINA;Paired;159;SRX154785;NEW,SRR641877;ILLUMINA;Paired;484;SRX172384;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA165019,SRP013250,SAMN00854690,SRS346082,8/27/2015,12/28/2012,ESC_CA0802AA,NA,227,ST10 Cplx,A,NA,10,11,4,1,8,9,2
ESC_CA1368AA,KTE108,"SRR646348;ILLUMINA;Paired;155;SRX149832;NEW,SRR646330;ILLUMINA;Paired;500;SRX174112;NEW,SRR646311;ILLUMINA;Paired;500;SRX174112;NEW,SRR646342;ILLUMINA;Paired;155;SRX149832;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164951,SRP020841,SAMN00854656,SRS410467,8/27/2015,1/7/2013,ESC_CA1368AA,NA,5295,ST206 Cplx,,NA,64,126,5,1,8,8,6
ESC_CA1369AA,KTE46,"SRR646323;ILLUMINA;Paired;515;SRX174111;NEW,SRR646313;ILLUMINA;Paired;515;SRX174111;NEW,SRR646333;ILLUMINA;Paired;169;SRX149804;NEW,SRR646339;ILLUMINA;Paired;169;SRX149804;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164849,SRP020880,SAMN00854605,SRS410507,8/27/2015,1/7/2013,ESC_CA1369AA,NA,569,,,NA,13,38,84,13,17,64,34
ESC_CA1370AA,KTE101,"SRR646312;ILLUMINA;Paired;431;SRX174110;NEW,SRR646326;ILLUMINA;Paired;166;SRX149823;NEW,SRR646314;ILLUMINA;Paired;431;SRX174110;NEW,SRR647251;ILLUMINA;Paired;166;SRX149823;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164943,SRP020804,SAMN00854652,SRS410429,8/27/2015,1/7/2013,ESC_CA1370AA,NA,316,ST278 Cplx,,NA,6,23,33,18,11,8,6
ESC_CA1371AA,KTE81,"SRR646334;ILLUMINA;Paired;156;SRX149807;NEW,SRR646317;ILLUMINA;Paired;156;SRX149807;NEW,SRR646319;ILLUMINA;Paired;490;SRX174109;NEW,SRR646336;ILLUMINA;Paired;490;SRX174109;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164919,SRP020895,SAMN00854640,SRS410522,8/27/2015,1/7/2013,ESC_CA1371AA,NA,1695,ST10 Cplx,,NA,10,11,4,1,8,18,2
ESC_CA1372AA,KTE58,"SRR646329;ILLUMINA;Paired;164;SRX149801;NEW,SRR646346;ILLUMINA;Paired;164;SRX149801;NEW,SRR646344;ILLUMINA;Paired;514;SRX174108;NEW,SRR646340;ILLUMINA;Paired;514;SRX174108;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164873,SRP020687,SAMN00854617,SRS410305,8/27/2015,1/7/2013,ESC_CA1372AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_CA1373AA,KTE123,"SRR641870;ILLUMINA;Paired;441;SRX172446;NEW,SRR639993;ILLUMINA;Paired;157;SRX154793;NEW,SRR639942;ILLUMINA;Paired;157;SRX154793;NEW,SRR641850;ILLUMINA;Paired;441;SRX172446;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164967,SRP020856,SAMN00854664,SRS410483,8/27/2015,12/28/2012,ESC_CA1373AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_CA1374AA,KTE54,"SRR641902;ILLUMINA;Paired;495;SRX172445;NEW,SRR640074;ILLUMINA;Paired;176;SRX149793;NEW,SRR640043;ILLUMINA;Paired;176;SRX149793;NEW,SRR641908;ILLUMINA;Paired;495;SRX172445;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164865,SRP020831,SAMN00854613,SRS410457,8/27/2015,12/28/2012,ESC_CA1374AA,NA,69,ST69 Cplx,D,NA,21,35,27,6,5,5,4
ESC_CA1375AA,KTE158,"SRR641809;ILLUMINA;Paired;538;SRX172444;NEW,SRR641914;ILLUMINA;Paired;538;SRX172444;NEW,SRR639962;ILLUMINA;Paired;160;SRX154781;NEW,SRR640099;ILLUMINA;Paired;160;SRX154781;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA165005,SRP020710,SAMN00854683,SRS410328,8/27/2015,12/28/2012,ESC_CA1375AA,NA,69,ST69 Cplx,D,NA,21,35,27,6,5,5,4
ESC_CA1377AA,KTE70,"SRR639944;ILLUMINA;Paired;167;SRX149834;NEW,SRR641801;ILLUMINA;Paired;503;SRX172442;NEW,SRR641800;ILLUMINA;Paired;503;SRX172442;NEW,SRR640017;ILLUMINA;Paired;167;SRX149834;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164897,SRP020678,SAMN00854629,SRS410296,8/27/2015,12/28/2012,ESC_CA1377AA,NA,59,ST59 Cplx,ABD,NA,27,32,24,29,26,19,22
ESC_CA1378AA,KTE116,"SRR640129;ILLUMINA;Paired;166;SRX149836;NEW,SRR641802;ILLUMINA;Paired;551;SRX172441;NEW,SRR641852;ILLUMINA;Paired;551;SRX172441;NEW,SRR640126;ILLUMINA;Paired;166;SRX149836;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164959,SRP020772,SAMN00854660,SRS410390,8/27/2015,12/28/2012,ESC_CA1378AA,NA,69,ST69 Cplx,D,NA,21,35,27,6,5,5,4
ESC_CA1379AA,KTE165,"SRR640018;ILLUMINA;Paired;158;SRX154796;NEW,SRR641806;ILLUMINA;Paired;507;SRX172440;NEW,SRR641796;ILLUMINA;Paired;507;SRX172440;NEW,SRR640065;ILLUMINA;Paired;158;SRX154796;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA165013,SRP020715,SAMN00854687,SRS410333,8/27/2015,12/28/2012,ESC_CA1379AA,NA,1236,,B2,NA,170,195,13,100,30,25,30
ESC_CA1380AA,KTE89,"SRR641836;ILLUMINA;Paired;532;SRX172439;NEW,SRR639981;ILLUMINA;Paired;164;SRX149831;NEW,SRR640058;ILLUMINA;Paired;164;SRX149831;NEW,SRR641803;ILLUMINA;Paired;532;SRX172439;NEW",Human,Human,female; Homo sapiens,2009,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164929,SRP020694,SAMN00854645,SRS410312,8/27/2015,12/28/2012,ESC_CA1380AA,NA,141,,B2,NA,13,52,10,14,17,25,17
ESC_CA1381AA,KTE50,"SRR641932;ILLUMINA;Paired;570;SRX172438;NEW,SRR640089;ILLUMINA;Paired;160;SRX149852;NEW,SRR640040;ILLUMINA;Paired;160;SRX149852;NEW,SRR641824;ILLUMINA;Paired;570;SRX172438;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164857,SRP020858,SAMN00854609,SRS410485,8/27/2015,12/28/2012,ESC_CA1381AA,NA,393,ST31 Cplx,,NA,18,106,17,6,5,5,4
ESC_CA1382AA,KTE132,"SRR639975;ILLUMINA;Paired;160;SRX149816;NEW,SRR641888;ILLUMINA;Paired;548;SRX172437;NEW,SRR641846;ILLUMINA;Paired;548;SRX172437;NEW,SRR640127;ILLUMINA;Paired;160;SRX149816;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164975,SRP020859,SAMN00854668,SRS410486,8/27/2015,12/28/2012,ESC_CA1382AA,NA,1286,ST10 Cplx,A,NA,10,174,4,8,8,8,2
ESC_CA1383AA,KTE51,"SRR640061;ILLUMINA;Paired;162;SRX149845;NEW,SRR641901;ILLUMINA;Paired;701;SRX172436;NEW,SRR641884;ILLUMINA;Paired;701;SRX172436;NEW,SRR640107;ILLUMINA;Paired;162;SRX149845;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164859,SRP020871,SAMN00854610,SRS410497,8/27/2015,12/28/2012,ESC_CA1383AA,NA,3877,ST10 Cplx,A,NA,10,11,369,8,8,8,2
ESC_CA1384AA,KTE103,"SRR641903;ILLUMINA;Paired;469;SRX172435;NEW,SRR641857;ILLUMINA;Paired;469;SRX172435;NEW,SRR640047;ILLUMINA;Paired;159;SRX149808;NEW,SRR640002;ILLUMINA;Paired;159;SRX149808;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164947,SRP020848,SAMN00854654,SRS410475,8/27/2015,12/28/2012,ESC_CA1384AA,NA,4358,,A,NA,6,11,95,104,8,8,2
ESC_CA1385AA,KTE61,"SRR639994;ILLUMINA;Paired;165;SRX149842;NEW,SRR641832;ILLUMINA;Paired;599;SRX172434;NEW,SRR641855;ILLUMINA;Paired;599;SRX172434;NEW,SRR640101;ILLUMINA;Paired;165;SRX149842;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164879,SRP020827,SAMN00854620,SRS410453,8/27/2015,12/28/2012,ESC_CA1385AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_CA1386AA,KTE75,"SRR641879;ILLUMINA;Paired;567;SRX172433;NEW,SRR640039;ILLUMINA;Paired;162;SRX149806;NEW,SRR640021;ILLUMINA;Paired;162;SRX149806;NEW,SRR641895;ILLUMINA;Paired;567;SRX172433;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164907,SRP020771,SAMN00854634,SRS410389,8/27/2015,12/28/2012,ESC_CA1386AA,NA,738,,ABD,NA,130,45,41,22,7,50,45
ESC_CA1387AA,KTE118,"SRR641915;ILLUMINA;Paired;539;SRX172432;NEW,SRR639997;ILLUMINA;Paired;164;SRX149800;NEW,SRR640057;ILLUMINA;Paired;164;SRX149800;NEW,SRR641822;ILLUMINA;Paired;539;SRX172432;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164961,SRP018534,SAMN00854661,SRS410435,8/27/2015,12/28/2012,ESC_CA1387AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_CA1388AA,KTE47,"SRR641946;ILLUMINA;Paired;561;SRX172431;NEW,SRR640015;ILLUMINA;Paired;180;SRX149840;NEW,SRR641887;ILLUMINA;Paired;561;SRX172431;NEW,SRR640010;ILLUMINA;Paired;180;SRX149840;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164851,SRP020770,SAMN00854606,SRS410388,8/27/2015,12/28/2012,ESC_CA1388AA,NA,567,,B2,NA,13,43,9,37,17,37,25
ESC_CA1389AA,KTE76,"SRR641820;ILLUMINA;Paired;559;SRX172430;NEW,SRR639946;ILLUMINA;Paired;165;SRX149833;NEW,SRR641797;ILLUMINA;Paired;559;SRX172430;NEW,SRR640073;ILLUMINA;Paired;165;SRX149833;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164909,SRP020695,SAMN00854635,SRS410313,8/27/2015,12/28/2012,ESC_CA1389AA,NA,38,ST38 Cplx,D,NA,4,26,2,25,5,5,19
ESC_CA1390AA,KTE67,"SRR641925;ILLUMINA;Paired;501;SRX172429;NEW,SRR640022;ILLUMINA;Paired;163;SRX149815;NEW,SRR639998;ILLUMINA;Paired;163;SRX149815;NEW,SRR641844;ILLUMINA;Paired;501;SRX172429;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164891,SRP020769,SAMN00854626,SRS410387,8/27/2015,12/28/2012,ESC_CA1390AA,NA,73,ST73 Cplx,B2,NA,36,24,9,13,17,11,25
ESC_CA1391AA,KTE119,"SRR640119;ILLUMINA;Paired;158;SRX149813;NEW,SRR640032;ILLUMINA;Paired;158;SRX149813;NEW,SRR641839;ILLUMINA;Paired;516;SRX172428;NEW,SRR642261;ILLUMINA;Paired;516;SRX172428;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164963,SRP020688,SAMN00854662,SRS410306,8/27/2015,12/28/2012,ESC_CA1391AA,NA,540,,AxB1,NA,6,7,57,1,8,8,2
ESC_CA1392AA,KTE170,"SRR640102;ILLUMINA;Paired;156;SRX154787;NEW,SRR642289;ILLUMINA;Paired;471;SRX172427;NEW,SRR641869;ILLUMINA;Paired;471;SRX172427;NEW,SRR640133;ILLUMINA;Paired;156;SRX154787;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA165017,SRP020768,SAMN00854689,SRS410386,8/27/2015,12/28/2012,ESC_CA1392AA,NA,69,ST69 Cplx,D,NA,21,35,27,6,5,5,4
ESC_CA1393AA,KTE134,"SRR640038;ILLUMINA;Paired;160;SRX149812;NEW,SRR641848;ILLUMINA;Paired;505;SRX172426;NEW,SRR640118;ILLUMINA;Paired;160;SRX149812;NEW,SRR641889;ILLUMINA;Paired;505;SRX172426;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164977,SRP020799,SAMN00854669,SRS410424,8/27/2015,12/28/2012,ESC_CA1393AA,NA,69,ST69 Cplx,D,NA,21,35,27,6,5,5,4
ESC_CA1395AA,KTE146,"SRR641864;ILLUMINA;Paired;505;SRX172423;NEW,SRR639991;ILLUMINA;Paired;160;SRX154786;NEW,SRR640114;ILLUMINA;Paired;160;SRX154786;NEW,SRR641947;ILLUMINA;Paired;505;SRX172423;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164993,SRP020711,SAMN00854677,SRS410329,8/27/2015,12/28/2012,ESC_CA1395AA,NA,5313,,,NA,438,656,444,448,405,15,2
ESC_CA1396AA,KTE169,"SRR640060;ILLUMINA;Paired;157;SRX154797;NEW,SRR641872;ILLUMINA;Paired;527;SRX172422;NEW,SRR641851;ILLUMINA;Paired;527;SRX172422;NEW,SRR639966;ILLUMINA;Paired;157;SRX154797;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA165015,SRP020823,SAMN00854688,SRS410449,8/27/2015,12/28/2012,ESC_CA1396AA,NA,141,,B2,NA,13,52,10,14,17,25,17
ESC_CA1397AA,KTE155,"SRR641826;ILLUMINA;Paired;511;SRX172421;NEW,SRR640122;ILLUMINA;Paired;156;SRX154778;NEW,SRR642253;ILLUMINA;Paired;511;SRX172421;NEW,SRR639965;ILLUMINA;Paired;156;SRX154778;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA165001,SRP020890,SAMN00854681,SRS410517,8/27/2015,12/28/2012,ESC_CA1397AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_CA1398AA,KTE154,"SRR640033;ILLUMINA;Paired;157;SRX154794;NEW,SRR641938;ILLUMINA;Paired;523;SRX172420;NEW,SRR641911;ILLUMINA;Paired;523;SRX172420;NEW,SRR639973;ILLUMINA;Paired;157;SRX154794;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164999,SRP020714,SAMN00854680,SRS410332,8/27/2015,12/28/2012,ESC_CA1398AA,NA,746,ST10 Cplx,A,NA,10,7,4,8,12,8,2
ESC_CA1399AA,KTE159,"SRR640104;ILLUMINA;Paired;167;SRX154789;NEW,SRR641910;ILLUMINA;Paired;529;SRX172419;NEW,SRR641916;ILLUMINA;Paired;529;SRX172419;NEW,SRR639974;ILLUMINA;Paired;167;SRX154789;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,Zealand,,,NA,NA,NA,Broad Institute,Clade V,,,,,,,,,PRJNA165007,SRP020851,SAMN00854684,SRS410478,8/27/2015,12/28/2012,ESC_CA1399AA,NA,5260,,,NA,51,649,45,139,235,42,37
ESC_CA1400AA,KTE144,"SRR646345;ILLUMINA;Paired;165;SRX154784;NEW,SRR646343;ILLUMINA;Paired;540;SRX172418;NEW,SRR646324;ILLUMINA;Paired;540;SRX172418;NEW,SRR646328;ILLUMINA;Paired;165;SRX154784;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164991,SRP020791,SAMN00854676,SRS410414,8/27/2015,1/7/2013,ESC_CA1400AA,NA,2797,,,NA,203,26,27,27,40,5,73
ESC_CA1401AA,KTE140,"SRR640054;ILLUMINA;Paired;155;SRX154798;NEW,SRR641917;ILLUMINA;Paired;566;SRX172417;NEW,SRR641863;ILLUMINA;Paired;566;SRX172417;NEW,SRR639982;ILLUMINA;Paired;155;SRX154798;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164983,SRP020807,SAMN00854672,SRS410432,8/27/2015,12/28/2012,ESC_CA1401AA,NA,394,ST394 Cplx,,NA,21,35,61,52,5,5,4
ESC_CA1402AA,KTE147,"SRR641890;ILLUMINA;Paired;523;SRX172416;NEW,SRR641868;ILLUMINA;Paired;523;SRX172416;NEW,SRR640030;ILLUMINA;Paired;159;SRX154788;NEW,SRR640134;ILLUMINA;Paired;159;SRX154788;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164995,SRP020767,SAMN00854678,SRS410385,8/27/2015,12/28/2012,ESC_CA1402AA,NA,349,ST349 Cplx,,NA,34,36,39,87,67,16,4
ESC_CA1403AA,KTE126,"SRR641841;ILLUMINA;Paired;457;SRX172415;NEW,SRR639938;ILLUMINA;Paired;158;SRX149803;NEW,SRR641835;ILLUMINA;Paired;457;SRX172415;NEW,SRR640007;ILLUMINA;Paired;158;SRX149803;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164969,SRP020872,SAMN00854665,SRS410499,8/27/2015,12/28/2012,ESC_CA1403AA,NA,567,,B2,NA,13,43,9,37,17,37,25
ESC_CA1404AA,KTE111,"SRR641849;ILLUMINA;Paired;493;SRX172414;NEW,SRR640042;ILLUMINA;Paired;154;SRX149799;NEW,SRR640005;ILLUMINA;Paired;154;SRX149799;NEW,SRR642259;ILLUMINA;Paired;493;SRX172414;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164955,SRP020813,SAMN00854658,SRS410439,8/27/2015,12/28/2012,ESC_CA1404AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_CA1405AA,KTE141,"SRR640051;ILLUMINA;Paired;162;SRX154780;NEW,SRR641936;ILLUMINA;Paired;496;SRX172413;NEW,SRR641861;ILLUMINA;Paired;496;SRX172413;NEW,SRR640113;ILLUMINA;Paired;162;SRX154780;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164985,SRP020709,SAMN00854673,SRS410327,8/27/2015,12/28/2012,ESC_CA1405AA,NA,104,ST73 Cplx,B2,NA,13,24,9,13,17,11,25
ESC_CA1406AA,KTE48,"SRR641913;ILLUMINA;Paired;470;SRX172412;NEW,SRR639967;ILLUMINA;Paired;173;SRX149848;NEW,SRR639955;ILLUMINA;Paired;173;SRX149848;NEW,SRR641828;ILLUMINA;Paired;470;SRX172412;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164853,SRP020698,SAMN00854607,SRS410316,8/27/2015,12/28/2012,ESC_CA1406AA,NA,2723,,B1,NA,6,23,5,136,9,7,7
ESC_CA1407AA,KTE102,"SRR640035;ILLUMINA;Paired;162;SRX149787;NEW,SRR639968;ILLUMINA;Paired;162;SRX149787;NEW,SRR641860;ILLUMINA;Paired;512;SRX172411;NEW,SRR641833;ILLUMINA;Paired;512;SRX172411;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164945,SRP020798,SAMN00854653,SRS410423,8/27/2015,12/28/2012,ESC_CA1407AA,NA,120,,B1,NA,49,4,44,9,11,35,7
ESC_CA1409AA,KTE161,"SRR641897;ILLUMINA;Paired;547;SRX172409;NEW,SRR640105;ILLUMINA;Paired;154;SRX154799;NEW,SRR640037;ILLUMINA;Paired;154;SRX154799;NEW,SRR642252;ILLUMINA;Paired;547;SRX172409;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA165009,SRP020766,SAMN00854685,SRS410384,8/27/2015,12/28/2012,ESC_CA1409AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_CA1410AA,KTE59,"SRR640069;ILLUMINA;Paired;164;SRX149825;NEW,SRR641929;ILLUMINA;Paired;498;SRX172408;NEW,SRR641924;ILLUMINA;Paired;498;SRX172408;NEW,SRR640135;ILLUMINA;Paired;164;SRX149825;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164875,SRP020840,SAMN00854618,SRS410466,8/27/2015,12/28/2012,ESC_CA1410AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_CA1411AA,KTE69,"SRR640086;ILLUMINA;Paired;161;SRX149853;NEW,SRR639963;ILLUMINA;Paired;161;SRX149853;NEW,SRR641816;ILLUMINA;Paired;511;SRX172407;NEW,SRR641930;ILLUMINA;Paired;511;SRX172407;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164895,SRP020800,SAMN00854628,SRS410425,8/27/2015,12/28/2012,ESC_CA1411AA,NA,59,ST59 Cplx,ABD,NA,27,32,24,29,26,19,22
ESC_CA1412AA,KTE64,"SRR640028;ILLUMINA;Paired;163;SRX149797;NEW,SRR640112;ILLUMINA;Paired;163;SRX149797;NEW,SRR641909;ILLUMINA;Paired;542;SRX172406;NEW,SRR641882;ILLUMINA;Paired;542;SRX172406;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164885,SRP020886,SAMN00854623,SRS410513,8/27/2015,12/28/2012,ESC_CA1412AA,NA,399,ST399 Cplx,,NA,6,4,1,95,69,8,20
ESC_CA1414AA,KTE74,"SRR641859;ILLUMINA;Paired;497;SRX172404;NEW,SRR640096;ILLUMINA;Paired;161;SRX149818;NEW,SRR640076;ILLUMINA;Paired;161;SRX149818;NEW,SRR641873;ILLUMINA;Paired;497;SRX172404;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164905,SRP020765,SAMN00854633,SRS410383,8/27/2015,12/28/2012,ESC_CA1414AA,NA,59,ST59 Cplx,ABD,NA,27,32,24,29,26,19,22
ESC_CA1415AA,KTE71,"SRR641945;ILLUMINA;Paired;563;SRX172403;NEW,SRR639996;ILLUMINA;Paired;163;SRX149843;NEW,SRR640146;ILLUMINA;Paired;163;SRX149843;NEW,SRR642273;ILLUMINA;Paired;563;SRX172403;NEW",Human,Human,female; Homo sapiens,2010,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Broad Institute,Escherichia coli,,,,,,,,,PRJNA164899,SRP020764,SAMN00854630,SRS410382,8/27/2015,12/28/2012,ESC_CA1415AA,NA,330,ST10 Cplx,,NA,10,11,4,1,8,63,2
